8.46292	0.243462	8.46292	0.243462	8.46292	0.243462	8.6	0.25	-3.00029	0
8.45098	0.251579	2.24757	0.185525	8.44818	0.251553	8.45	0.25	-3.00027	0
8.47196	0.24072	0.000771018	-0.21155	8.56759	0.241943	8.45	0.25	0	0
8.46438	0.252249	-0.00934164	0.0242404	8.45582	0.253997	8.45	0.25	0	0
8.37641	0.24869	-1.21643	-0.0348062	8.42544	0.254042	8.35	0.25	-1.81979	0
8.28796	0.24943	-1.23534	-0.0157804	8.23962	0.24916	8.25	0.25	-1.81978	0
8.08058	0.234066	-2.80608	-0.0907159	7.93286	0.188391	8.05	0.2	-3.99976	-0.99994
7.91664	0.190217	-2.82891	-0.25994	7.84073	0.159858	7.85	0.15	-3.99972	-0.99993
7.74635	0.172382	-3.06197	-0.279587	7.61269	0.155818	7.7	0.15	-2.99982	0
7.58208	0.159354	-3.07702	-0.275578	7.54016	0.159641	7.55	0.15	-2.99982	0
7.48039	0.131192	-2.36813	-0.316678	7.50815	0.0953827	7.45	0.100001	-1.8165	-0.908239
7.34895	0.0795298	-2.36917	-0.422796	7.3426	0.0345312	7.35	0.0500011	-1.81648	-0.90823
7.19434	0.0453353	-2.62678	-0.455212	7.20598	0.00492725	7.2	9.49949e-07	-2.72851	-0.909507
7.05092	-0.00868471	-2.62512	-0.539453	7.05406	-0.0533413	7.05	-0.0499992	-2.72849	-0.909499
6.95391	-0.0649827	-2.05626	-0.624377	6.74585	-0.143185	6.95	-0.15	-1.81898	-1.81898
6.84253	-0.157401	-2.05512	-0.790711	6.84972	-0.258748	6.85	-0.25	-1.81896	-1.81897
6.73627	-0.229127	-2.05861	-0.884301	6.66966	-0.346668	6.75	-0.349999	-2.00076	-2.00075
6.63455	-0.337242	-2.06134	-1.06885	6.64329	-0.462604	6.65	-0.449999	-2.00076	-2.00075
6.59874	-0.431951	-1.38286	-1.21933	6.60862	-0.557035	6.6	-0.549999	-0.998836	-1.99769
6.53375	-0.544135	-1.3813	-1.36808	6.56029	-0.650892	6.55	-0.65	-0.99884	-1.99769
6.50147	-0.675708	-0.878385	-1.57004	6.40696	-0.842921	6.5	-0.85	-0.908747	-3.63498
6.45031	-0.857506	-0.90075	-1.85059	6.45805	-1.05268	6.45	-1.05	-0.908739	-3.63494
6.35975	-0.993587	-1.29425	-1.9203	6.38626	-1.15695	6.35	-1.15	-1.81897	-1.81898
6.27961	-1.14972	-1.32438	-2.07076	6.25499	-1.25007	6.25	-1.25	-1.81896	-1.81896
6.36323	-1.33934	0.230254	-2.46148	6.43125	-1.48148	6.3	-1.45	0.909739	-3.63894
6.36861	-1.53545	0.197665	-2.64062	6.36328	-1.65656	6.35	-1.65	0.909727	-3.63891
6.31023	-1.6806	-0.447269	-2.59668	6.3228	-1.81431	6.3	-1.8	-0.999494	-2.9985
6.27569	-1.85676	-0.488469	-2.73434	6.24641	-1.95075	6.25	-1.95	-0.999489	-2.99847
6.32469	-2.0376	0.273797	-2.98424	6.31851	-2.10969	6.3	-2.1	0.999984	-2.99994
6.33781	-2.2026	0.266151	-3.02928	6.34644	-2.23829	6.35	-2.25	0.999979	-2.99994
6.32529	-2.36734	0.00218029	-2.97948	6.32593	-2.40018	6.35	-2.4	0	-2.72613
6.32894	-2.53667	0.00754245	-2.99296	6.34927	-2.55175	6.35	-2.55	0	-2.72611
6.37438	-2.71415	0.428885	-3.10666	6.43125	-2.71878	6.4	-2.7	0.909499	-2.72851
6.40717	-2.86927	0.456056	-3.05891	6.43257	-2.84245	6.45	-2.85	0.909503	-2.72851
6.41716	-3.01078	0.298459	-2.98889	6.46536	-3.00452	6.45	-3	0	-2.99754
6.43454	-3.15642	0.305655	-2.97691	6.44119	-3.14955	6.45	-3.15	0	-2.99754
6.48664	-3.32993	0.634524	-3.07736	6.52249	-3.32007	6.5	-3.3	0.910402	-2.7312
6.52922	-3.48413	0.659053	-3.03355	6.5453	-3.45745	6.55	-3.45	0.910402	-2.7312
6.60905	-3.6547	1.05052	-3.13131	6.6358	-3.59197	6.65	-3.6	1.81722	-2.72583
6.69224	-3.79687	1.12315	-3.03794	6.76011	-3.75457	6.75	-3.75	1.81721	-2.72581
6.74588	-3.94688	0.978035	-2.94242	6.83625	-3.92723	6.8	-3.9	0.907988	-2.72396
6.81717	-4.08769	1.02859	-2.87754	6.85997	-4.05805	6.85	-4.05	0.907976	-2.72393
6.86864	-4.23398	0.958858	-2.82191	6.86943	-4.18507	6.9	-4.2	0.909334	-2.72801
6.93014	-4.37299	0.987224	-2.77544	6.94332	-4.34473	6.95	-4.35	0.90933	-2.72799
6.95572	-4.50013	0.643384	-2.59761	7.05156	-4.49706	7	-4.45	0.910054	-1.8201
7.01102	-4.60861	0.70703	-2.4993	7.04099	-4.55018	7.05	-4.55	0.910054	-1.8201
7.07059	-4.74249	0.866218	-2.5276	7.10252	-4.67934	7.1	-4.7	0.908302	-2.72489
7.12711	-4.8724	0.891512	-2.49942	7.14735	-4.86125	7.15	-4.85	0.908297	-2.72489
7.23153	-5.03456	1.39028	-2.71254	7.3138	-5.05204	7.25	-5	1.81907	-2.72861
7.3099	-5.17455	1.39948	-2.68862	7.30424	-5.15404	7.35	-5.15	1.81907	-2.72861
7.36929	-5.30867	1.24922	-2.60661	7.29446	-5.23429	7.4	-5.3	0.908194	-2.7246
7.4403	-5.45154	1.25483	-2.60381	7.44737	-5.45308	7.45	-5.45	0.90819	-2.72457
7.5163	-5.59145	1.26137	-2.58585	7.63082	-5.61863	7.55	-5.55	1.81974	-1.81974
7.60715	-5.70646	1.32629	-2.50729	7.64356	-5.66706	7.65	-5.65	1.81972	-1.81972
7.66931	-5.8325	1.23784	-2.44862	7.60376	-5.74774	7.7	-5.8	0.90983	-2.72951
7.73792	-5.96318	1.24119	-2.43878	7.7342	-5.95374	7.75	-5.95	0.909826	-2.72948
7.85774	-6.1167	1.81457	-2.72284	7.82165	-6.06822	7.85	-6.1	1.9986	-2.9979
7.95169	-6.24911	1.82403	-2.71177	7.95703	-6.24328	7.95	-6.25	1.99858	-2.99787
8.03002	-6.38104	1.53959	-2.55313	8.17338	-6.44684	8.05	-6.35	1.81738	-1.81739
8.13363	-6.49555	1.59796	-2.48003	8.15891	-6.45335	8.15	-6.45	1.81737	-1.81737
8.20081	-6.61746	1.43845	-2.39241	8.08628	-6.51855	8.2	-6.6	0.909293	-2.72787
8.27316	-6.75153	1.42091	-2.40206	8.25411	-6.74791	8.25	-6.75	0.909293	-2.72787
8.35198	-6.88065	1.46179	-2.41556	8.25648	-6.78122	8.35	-6.85	1.81994	-1.81993
8.44195	-6.99467	1.4943	-2.36557	8.44494	-6.95805	8.45	-6.95	1.81993	-1.81993
8.50608	-7.10576	1.43628	-2.33369	8.39359	-7.01743	8.5	-7.1	1.00006	-3.00018
8.56788	-7.23222	1.4073	-2.36249	8.54925	-7.24433	8.55	-7.25	1.00006	-3.00018
8.67784	-7.37986	1.81518	-2.60051	8.64403	-7.39047	8.65	-7.4	1.99807	-2.99712
8.7564	-7.52321	1.77888	-2.63849	8.73559	-7.5421	8.75	-7.55	1.99808	-2.99712
8.80511	-7.63882	1.26892	-2.35791	8.87176	-7.71912	8.8	-7.65	0.909955	-1.8199
8.86834	-7.76772	1.25333	-2.35978	8.84538	-7.75497	8.85	-7.75	0.909946	-1.81988
8.94248	-7.8967	1.3941	-2.45027	8.88333	-7.88636	8.9	-7.9	0.999086	-2.9973
8.99585	-8.0309	1.34849	-2.48632	8.95966	-8.0381	8.95	-8.05	0.999095	-2.9973
9.02175	-8.13548	0.939977	-2.25029	8.8564	-8.01424	9	-8.15	0.909309	-1.8186
9.07129	-8.25609	0.936138	-2.24408	9.05896	-8.24314	9.05	-8.25	0.909301	-1.81859
9.14788	-8.39353	1.22241	-2.42759	9.17781	-8.47056	9.1	-8.4	1.0004	-3.00119
9.18962	-8.53127	1.16683	-2.47613	9.15332	-8.54857	9.15	-8.55	1.00038	-3.00117
9.22254	-8.64817	0.860205	-2.29675	9.22922	-8.6898	9.2	-8.65	0.909508	-1.819
9.26354	-8.77565	0.843965	-2.30283	9.24541	-8.76863	9.25	-8.75	0.9095	-1.81899
9.40635	-8.96876	1.84699	-2.94219	9.37748	-9.00609	9.35	-8.95	1.99965	-3.99928
9.47961	-9.13294	1.79143	-2.9916	9.44703	-9.15328	9.45	-9.15	1.99964	-3.99928
9.5126	-9.24277	1.24282	-2.64978	9.50096	-9.25642	9.5	-9.25	0.999584	-1.99917
9.56813	-9.37253	1.22794	-2.64713	9.54157	-9.35195	9.55	-9.35	0.999584	-1.99917
9.60028	-9.48595	0.990098	-2.50273	9.47534	-9.42627	9.55	-9.5	0	-3.00023
9.61627	-9.63407	0.895697	-2.57313	9.54779	-9.64959	9.55	-9.65	0	-3.0002
9.67901	-9.78261	1.07083	-2.70491	9.69942	-9.88416	9.6	-9.8	0.999005	-2.997
9.70593	-9.93282	0.997025	-2.75283	9.64606	-9.9341	9.65	-9.95	0.998995	-2.997
9.72123	-10.0541	0.652003	-2.52459	9.60087	-9.96395	9.7	-10.05	0.909855	-1.81969
9.75798	-10.1799	0.66007	-2.49475	9.73801	-10.1396	9.75	-10.15	0.909847	-1.81969
9.80057	-10.3155	0.708256	-2.53494	9.92627	-10.4745	9.75	-10.3	0	-3.00065
9.80823	-10.4608	0.629461	-2.5913	9.75524	-10.4732	9.75	-10.45	0	-3.00063
9.85078	-10.611	0.759249	-2.68667	9.71825	-10.5087	9.8	-10.6	0.90817	-2.72451
9.88044	-10.7624	0.726574	-2.70063	9.85048	-10.7526	9.85	-10.75	0.908161	-2.72448
9.8923	-10.8908	0.456677	-2.51599	9.88465	-10.9383	9.85	-10.9	0	-2.73074
9.89026	-11.0428	0.380735	-2.5605	9.83614	-11.041	9.85	-11.05	0	-2.73073
9.91033	-11.1754	0.419702	-2.59989	9.83952	-11.1692	9.85	-11.2	0	-2.99965
9.89923	-11.3284	0.326943	-2.66734	9.84568	-11.3496	9.85	-11.35	0	-2.99961
9.91431	-11.4684	0.330179	-2.69031	9.87961	-11.5637	9.85	-11.5	0	-2.99843
9.89678	-11.6226	0.233544	-2.75146	9.83206	-11.6307	9.85	-11.65	0	-2.99843
9.84813	-11.7113	-0.366062	-2.29682	9.85311	-11.8523	9.8	-11.75	-1.0003	-2.00061
9.80253	-11.8408	-0.443426	-2.34314	9.74928	-11.8442	9.75	-11.85	-1.00029	-2.00059
9.78609	-11.9686	-0.351591	-2.4319	9.69694	-11.9706	9.7	-12	-1.0004	-3.00119
9.72521	-12.1198	-0.47796	-2.51857	9.65354	-12.1497	9.65	-12.15	-1.00039	-3.00116
9.67542	-12.2266	-0.753196	-2.30407	9.72311	-12.3964	9.6	-12.25	-0.999885	-1.99981
